Row	s_4207	Growth
WT_yields	1.02189827588447	0.0405534137714058
Q0045	1.00777943879848	1
Q0080	1.00013683232371	1
Q0085	1.0064457787771	1
Q0105	1.02468204451012	1
Q0130	1.47264437309168	1
Q0250	1.00359040578223	1
Q0275	1.00386355074036	1
YAL012W	0.999999999999939	1
YAL022C	0.999998488486269	1
YAL023C	1.00000000000002	1
YAL038W	1.0080104719807	1
YAL044C	1.00000034700223	1
YAL054C	1.00110197898659	1
YAL060W	0.99999830973462	1
YAL062W	1.02680675763094	1
YAR015W	1.00428178976663	1
YAR035W	0.999868697621437	1
YAR071W	1	1
YBL011W	1.00730461782008	1
YBL013W	1	1
YBL015W	0.999999971278514	1
YBL030C	0.999999821247721	1
YBL033C	1.00000001165874	1
YBL039C	1.00002631954618	1
YBL042C	0.999998488486269	1
YBL045C	1.02087867328974	1
YBL064C	1	1
YBL068W	1.00227293739831	1
YBL076C	1.00004884185449	1
YBL098W	1.00000000000004	1
YBL099W	1.00061548606815	1
YBR002C	1.00000000000011	1
YBR003W	1.00000000000001	1
YBR004C	1.00000000000012	1
YBR006W	0.999999962691249	1
YBR011C	1.00000000000003	1
YBR018C	1.00009433632822	1
YBR019C	0.999998805201242	1
YBR020W	0.999999999999946	1
YBR021W	1	1
YBR023C	1.00000000000003	1
YBR026C	1.00000000000001	1
YBR029C	1.00472582959069	1
YBR034C	1	1
YBR035C	0.999998488486262	1
YBR036C	1	1
YBR038W	0.999998488486398	1
YBR039W	1.00338104652817	1
YBR041W	0.999998451177998	1
YBR042C	1.0000004330507	1
YBR058C-A	1.00000000000001	1
YBR068C	0.999998451178117	1
YBR069C	0.999998451202119	1
YBR084W	0.99999996269187	1
YBR085W	0.999999821247721	1
YBR092C	1	1
YBR093C	1	1
YBR097W	0.999998488486287	1
YBR110W	1	1
YBR115C	1.00017511786442	1
YBR117C	1.01625926487753	1
YBR121C	0.999999999999827	1
YBR126C	1.00001213646996	1
YBR127C	0.999998488486398	1
YBR132C	1.00000000000002	1
YBR145W	1.00323857878283	1
YBR149W	1	1
YBR153W	1.00546980870354	1
YBR159W	0.999998488486421	1
YBR161W	1	1
YBR166C	1.00003272567746	1
YBR176W	0.999999999999949	1
YBR180W	1.00000000000001	1
YBR183W	0.999999858555815	1
YBR192W	1.00000028494508	1
YBR196C	1.00053951985534	1
YBR199W	0.999998488486283	1
YBR204C	1.00002171957104	1
YBR205W	0.999998488486283	1
YBR208C	0.999998488486398	1
YBR213W	1	1
YBR218C	1.04059508117503	1
YBR221C	1.01209092228505	1
YBR244W	1.00000043305061	1
YBR248C	1.00000335028008	1
YBR249C	1.00001426938551	1
YBR252W	0.999999999999837	1
YBR256C	1.00025485288491	1
YBR263W	1.00010159599795	1
YBR265W	0.999999999999823	1
YBR291C	0.999998921535498	1
YBR293W	0.999998488510555	1
YBR294W	0.999998488486391	1
YBR296C	0.999998488486141	1
YBR298C	1	1
YBR299W	1	1
YCL004W	0.999998451178059	1
YCL009C	0.999998488486262	1
YCL018W	1.00021133543391	1
YCL025C	1.00000043305064	1
YCL030C	1.00002669747531	1
YCL035C	0.999999962691511	1
YCL038C	0.999998488486356	1
YCL040W	0.999575826745742	1
YCL050C	1.00000404244539	1
YCL052C	0.999998488486398	1
YCL064C	1.00000145973064	1
YCL069W	1	1
YCR005C	0.999998309734462	1
YCR010C	1.00429186952409	1
YCR012W	1.00268815508076	1
YCR024C	1	1
YCR024C-A	1.00000000000001	1
YCR028C	1.00000000000003	1
YCR034W	0.999998488486413	1
YCR036W	0.999999999999931	1
YCR037C	0.999998488486141	1
YCR048W	0.99999910523293	1
YCR053W	1.00000078817437	1
YCR075C	1	1
YCR083W	1	1
YCR098C	1.00000000000002	1
YCR105W	0.999998488486338	1
YDL004W	1.00051513288137	1
YDL015C	0.999999962691617	1
YDL022W	1.00000168970079	1
YDL042C	1	1
YDL045C	1	1
YDL052C	0.999998488486507	1
YDL055C	1.00001767588337	1
YDL066W	0.999998451178099	1
YDL067C	1.00087450028655	1
YDL078C	0.999998451178297	1
YDL080C	1.00000000000011	1
YDL085W	1.00556916649771	1
YDL090C	0.999998488486297	1
YDL093W	1.00010463111589	1
YDL095W	0.999998488486186	1
YDL100C	1.00000000000005	1
YDL103C	0.999998488486352	1
YDL131W	1.00397962265622	1
YDL141W	0.999998475588778	1
YDL142C	0.999998488486242	1
YDL168W	1.00000000000003	1
YDL171C	1.00299923909431	1
YDL174C	0.999998451178389	1
YDL178W	1.00421695734478	1
YDL182W	1	1
YDL185W	0.99999999999995	1
YDL198C	0.999998451178102	1
YDL205C	0.999998566366467	1
