,gene_numb,rxn_numb,aerobic growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns
AEV.xml,1097,3973,0.012539609067222226,479,0.02277375176766868,460
AFA.xml,1112,3989,0.012539609067222202,506,0.02277375176766869,496
AFB.xml,1107,3980,0.012539602898508705,512,0.0227737517676687,462
AFC.xml,1109,3980,0.08793987479512852,494,0.022773751767668667,467
AFD.xml,1115,3985,0.08793987479512894,492,0.022773751767668705,478
AFE.xml,1111,3980,0.012569447548695753,480,0.022773751767668757,461
AFF.xml,1100,3975,0.012539605680476776,494,0.02277375176766874,498
AFG.xml,1115,3992,0.08793987479512819,488,0.022773751767668667,489
AFH.xml,1110,3992,0.012569441379562932,501,0.02277375176766869,475
AFI.xml,1103,3982,0.08793987479512842,468,0.022773751767668673,493
AFK.xml,1109,3968,0.08793978706945595,500,0.022773751767668684,484
AFL.xml,1103,3976,0.08793978706945553,485,0.022701171375641246,472
AFM.xml,1102,3979,0.08793978706945606,504,0.02277375176766868,458
AFN.xml,1108,3988,0.08793987479512819,496,0.022773751767668656,469
AFP.xml,1105,3981,0.012539609067222202,471,0.02277375176766866,463
AFQ.xml,1109,3983,0.0879397870694559,470,0.022773751767668944,475
AFR.xml,1107,3981,0.08793978706945679,518,0.022773751767668677,439
AFS.xml,1106,3975,0.08793978706945596,509,0.022773751767668517,444
AFT.xml,1105,3977,0.01256944754869567,490,0.022773751767668642,466
AFV.xml,1110,3983,0.012539609067222172,489,0.022773751767668722,464
AGA.xml,1113,3983,0.0879398747951286,494,0.022773751767668726,474
AGB.xml,1099,3974,0.08793987479512894,494,0.02277375176766888,480
AGC.xml,1107,3990,0.08793987479512727,494,0.022773751767668687,480
AGE.xml,1107,3982,0.08793984293640966,483,0.022773751767668673,468
AGF.xml,1110,3979,0.012539609067222264,504,0.02277375176766865,466
AGG.xml,1110,3991,0.012569441379562903,512,0.02277375176766869,487
AGH.xml,1112,3983,0.0879398747951286,494,0.022773751767668726,474
AGI.xml,1114,3983,0.01253960289850865,528,0.022773751767668673,489
AGK.xml,1096,3973,0.01253960289850869,512,0.02277375176766868,461
AGL.xml,1112,3981,0.012539609067222212,501,0.0227737517676687,493
AGM.xml,1109,3993,0.08793984267980895,510,0.022773751767668663,483
AGN.xml,1112,3985,0.012539606829550921,496,0.02277375176766889,484
AGP.xml,1113,3984,0.08793978706945596,482,0.022773751767668684,451
AGR.xml,1114,3984,0.08793987479512867,498,0.022773751767667556,463
AGS.xml,1114,3985,0.08793978706945442,499,0.022773751767668653,466
AGT.xml,1111,3983,0.08793987479512841,490,0.022773751767668673,458
AGV.xml,1111,3985,0.08793978706945442,499,0.022773751767668653,466
AHA.xml,1113,3984,0.0879397870694559,524,0.022773751767668705,469
AHB.xml,1107,3979,0.0,20,0.0,0
AHC.xml,1109,3983,0.08793987479512817,461,0.022773751767668687,485
AHD.xml,1118,3989,0.01253960289850868,514,0.02277375176766868,468
AHE.xml,1112,3983,0.01253960289850865,528,0.022773751767668673,489
AHF.xml,1113,3982,0.08793987479512895,493,0.022773751767668677,450
AHG.xml,1111,3978,0.0,46,0.0,0
AHH.xml,1110,3971,0.08793987479512827,502,0.02277375176766867,465
AHI.xml,1111,3983,0.0879398747951286,494,0.022773751767668726,474
AHK.xml,1107,3983,0.0879398747951286,494,0.022773751767668726,474
AHL.xml,1099,3977,0.0,22,0.0,0
AHM.xml,1102,3975,0.0,21,0.0,0
AHN.xml,1114,3982,0.08793978706945564,492,0.02277375176766867,474
AHP.xml,1102,3978,0.08793978706945563,533,0.022773751767668715,479
AHQ.xml,1109,3988,0.0879398747951281,470,0.022773751767668705,466
AHR.xml,1100,3969,0.0,30,0.0,0
AHS.xml,1107,3982,0.08793978706945622,496,0.022773751767668732,487
AHT.xml,1114,3983,0.01253960289850865,528,0.022773751767668673,489
AHV.xml,1101,3977,0.012539602898508695,512,0.022773751767668653,475
AIA.xml,1108,3983,0.0879398747951286,494,0.022773751767668726,474
AIB.xml,1110,3982,0.08793987479512842,468,0.022773751767668673,493
AIC.xml,1109,3981,0.08793987479512895,465,0.022773751767668708,472
AID.xml,1114,3977,0.0,20,0.0,0
AIE.xml,1102,3976,0.0,24,0.0,0
AIF.xml,1115,3984,0.01253960906722227,477,0.022773751767668715,470
AIG.xml,1106,3986,0.08793978706945597,499,0.022773751767668767,481
AII.xml,1116,3985,0.01253960289850874,524,0.02277375176766876,478
AIK.xml,1111,3983,0.08793987479512817,461,0.022773751767668687,485
AIL.xml,1114,3984,0.01253960906722227,477,0.022773751767668715,470
AIM.xml,1110,3984,0.08793987479512867,498,0.022773751767667556,463
AIN.xml,1114,3983,0.01253960289850865,528,0.022773751767668673,489
AIP.xml,1113,3983,0.0879398747951286,494,0.022773751767668726,474
AIQ.xml,1118,3985,0.08793978706945445,495,0.0227737517676688,474
AIR.xml,1115,3983,0.012539602898508693,519,0.0227737517676688,470
AIT.xml,1115,3983,0.012539602898508693,519,0.0227737517676688,470
AKB.xml,1113,3982,0.08793978706945622,496,0.022773751767668732,487
AKC.xml,1115,3982,0.08793978706945622,496,0.022773751767668732,487
AKD.xml,1116,3982,0.08793978706945622,496,0.022773751767668732,487
AKE.xml,1116,3983,0.08793987479512799,511,0.022773751767668673,454
AKG.xml,1110,3982,0.08793978706945622,496,0.022773751767668732,487
AKH.xml,1116,3983,0.08793987479512799,511,0.022773751767668673,454
AKI.xml,1111,3982,0.08793978706945564,492,0.02277375176766867,474
AKL.xml,1112,3984,0.0879398747951291,484,0.02277375176766863,452
AKM.xml,1119,3996,0.08793987479512896,485,0.022773751767668608,467
AKN.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
AKP.xml,1114,3980,0.0879398429364095,484,0.022773751767668705,463
AKQ.xml,1114,3984,0.08793987479512867,498,0.022773751767667556,463
AKR.xml,1115,4003,0.01256944754869563,493,0.022773751767668757,480
AKS.xml,1119,3996,0.08793987479512896,485,0.022773751767668608,467
AKT.xml,1110,3981,0.08793978706945577,505,0.022773751767668732,474
AKV.xml,1114,3980,0.0879398429364095,484,0.022773751767668705,463
ALA.xml,1115,4003,0.01256944754869563,493,0.022773751767668757,480
ALB.xml,1115,4003,0.01256944754869563,493,0.022773751767668757,480
ALC.xml,1114,4003,0.01256944754869563,493,0.022773751767668757,480
ALD.xml,1102,3977,0.0879398747951284,497,0.02277375176766867,469
ALE.xml,1114,3980,0.0879398429364095,484,0.022773751767668705,463
ALG.xml,1116,3983,0.012569441379562932,510,0.022773751767668673,444
ALH.xml,1114,4003,0.01256944754869563,493,0.022773751767668757,480
ALI.xml,1114,3979,0.0,34,0.0,0
ALK.xml,1115,4003,0.01256944754869563,493,0.022773751767668757,480
ALL.xml,1116,3986,0.012539605680476764,500,0.02277375176766871,441
ALM.xml,1119,3989,0.01253960289850868,514,0.02277375176766868,468
ALN.xml,1107,3980,0.08793987479512852,494,0.022773751767668667,467
ALP.xml,1109,3978,0.08793978706945596,516,0.0227737517676687,456
ALQ.xml,1117,3985,0.08793978706945445,495,0.0227737517676688,474
ALR.xml,1119,3985,0.08793987479512852,489,0.02277375176766868,473
ALS.xml,1116,3985,0.08793978706945445,495,0.0227737517676688,474
ALT.xml,1116,3985,0.08793978706945445,495,0.0227737517676688,474
ALV.xml,1115,3983,0.08793987479512684,487,0.022773751767668684,452
AMA.xml,1116,3984,0.08793987479512867,498,0.022773751767667556,463
AMB.xml,1117,3983,0.012569441379562932,510,0.022773751767668673,444
AMC.xml,1116,3983,0.012569441379562932,510,0.022773751767668673,444
AMD.xml,1118,3993,0.0879398747951272,488,0.022773751767668673,488
AMF.xml,1118,3993,0.0879398747951272,488,0.022773751767668673,488
AMG.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
AMH.xml,1114,3982,0.08793987479512941,487,0.022773751767668653,459
AMI.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
AMK.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
AML.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
AMM.xml,1117,3994,0.08793987479512894,495,0.022773751767668736,490
AMN.xml,1118,3984,0.08793987479512752,472,0.022773751767668667,485
AMP.xml,1120,3984,0.08793978706945593,506,0.0227737517676687,467
AMQ.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
AMR.xml,1116,3984,0.08793987479512864,479,0.02277375176766876,457
AMS.xml,1114,3984,0.01253960906722227,477,0.022773751767668715,470
AMT.xml,1112,3983,0.0879398747951286,494,0.022773751767668726,474
ANA.xml,1109,3978,0.08793987479512844,502,0.022773751767668677,475
ANC.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
AND.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANE.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANF.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANG.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANH.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANI.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANK.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
ANL.xml,1104,3975,0.08793978706945549,504,0.022773751767668726,484
ANM.xml,1100,3973,0.08793987479512905,472,0.022773751767668673,464
ANN.xml,1120,3992,0.08793978706945552,481,0.022773751767668715,466
ANP.xml,1113,3983,0.08793987479512684,487,0.022773751767668684,452
ANQ.xml,1114,3982,0.08793984293640951,497,0.022773751767668705,475
ANR.xml,1114,3991,0.08793978706945593,521,0.022773751767668715,484
ANS.xml,1108,3988,0.08793987479512831,465,0.022773751767668732,462
ANT.xml,1114,3991,0.08793978706945593,521,0.022773751767668715,484
ANV.xml,1114,3991,0.08793978706945593,521,0.022773751767668715,484
APA.xml,1107,3988,0.08793987479512831,465,0.022773751767668732,462
APC.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
APD.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
APE.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
APF.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
APG.xml,1105,3979,0.08793987479512884,471,0.022773751767668708,459
APH.xml,1114,3984,0.08793987479512867,498,0.022773751767667556,463
API.xml,1113,3981,0.08793978706945577,505,0.022773751767668732,474
APK.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
APL.xml,1109,3980,0.0879398747951283,475,0.022773751767668746,487
APM.xml,1111,3976,0.012569447548695717,514,0.022773751767668746,465
APN.xml,1116,3983,0.08793987479512684,487,0.022773751767668684,452
APP.xml,1117,4007,0.08793984267980884,490,0.022773751767668708,454
APQ.xml,1112,3982,0.08793978706945622,496,0.022773751767668732,487
APR.xml,1112,3982,0.08793978706945622,496,0.022773751767668732,487
APS.xml,1117,3988,0.01253960289850861,530,0.022773751767668726,491
APT.xml,1111,3981,0.012539609067222212,501,0.0227737517676687,493
APV.xml,1111,3981,0.012539609067222212,501,0.0227737517676687,493
AQA.xml,1111,3975,0.0,21,0.0,0
AQB.xml,1107,3982,0.08793978706945596,518,0.02277375176766876,484
AQC.xml,1112,3983,0.0879398747951286,494,0.022773751767668726,474
AQD.xml,1118,3975,0.0,21,0.0,0
AQE.xml,1110,3985,0.08793978706945442,499,0.022773751767668653,466
AQG.xml,1112,3983,0.08793978706945596,483,0.02277375176766888,486
AQH.xml,1120,3986,0.08793987479512864,471,0.0227737517676688,481
AQI.xml,1110,3979,0.08793978706945606,504,0.02277375176766868,458
AQM.xml,1098,3975,0.08793987479512864,490,0.022773751767668646,459
AQN.xml,1108,3986,0.08793987479512894,455,0.022773751767668653,488
AQP.xml,1109,3983,0.0879398747951286,494,0.022773751767668726,474
AQQ.xml,1115,3987,0.012539609067222247,492,0.022773751767668708,482
AQR.xml,1115,3984,0.01253960906722227,477,0.022773751767668715,470
AQS.xml,1114,3994,0.08793987479512796,509,0.022773751767668743,465
AQT.xml,1102,3980,0.08793987479516155,579,0.022773751767668677,465
ARA.xml,1105,3974,0.08793987479512894,498,0.022773751767668677,446
ARB.xml,1103,3980,0.08793978706945603,524,0.022773751767668715,489
ARC.xml,1121,3996,0.012539602898508738,505,0.02277375176766868,461
ARE.xml,1114,3995,0.08793978706945567,493,0.022773751767668698,470
ARG.xml,1110,3980,0.01253960289850865,503,0.022773751767668774,468
ARH.xml,1115,3985,0.08793987479512852,489,0.02277375176766868,473
ARI.xml,1113,3984,0.0879398747951291,484,0.02277375176766863,452
ARK.xml,1115,3983,0.01253960289850865,528,0.022773751767668673,489
ARL.xml,1112,3983,0.0879398747951286,494,0.022773751767668726,474
ARM.xml,1111,3989,0.08793987479512892,474,0.02277375176766864,452
ARN.xml,1089,3964,0.012539602898508565,530,0.022773751767668705,480
ARP.xml,1111,3990,0.012569447548695692,495,0.022773751767668503,444
ARQ.xml,1114,3982,0.012539602898508527,540,0.022773751767668587,491
ARR.xml,1098,3969,0.08793987479512898,493,0.022773751767668673,470
ARS.xml,1102,3979,0.08793987479512862,471,0.022773751767668667,454
ART.xml,1113,3986,0.08793987479512864,471,0.0227737517676688,481
ARV.xml,1115,3984,0.08793987479512867,498,0.022773751767667556,463
ASA.xml,1111,3985,0.08793978706945442,499,0.022773751767668653,466
ASB.xml,1107,3990,0.012539605680476766,494,0.022773751767668635,449
ASC.xml,1107,3979,0.08793987479512842,475,0.02277375176766872,491
ASD.xml,1115,3985,0.01253960289850874,524,0.02277375176766876,478
ASE.xml,1115,3985,0.01253960289850874,524,0.02277375176766876,478
ASG.xml,1109,3981,0.012539602898508707,535,0.022773751767668774,458
ASH.xml,1106,3982,0.0879398747951286,495,0.02277375176766869,483
ASL.xml,1112,3981,0.08793978706945577,505,0.022773751767668732,474
ASM.xml,1106,3978,0.08793978706945595,474,0.0227737517676687,467
ASN.xml,1098,3971,0.08793987479512806,487,0.0227737517676686,477
ASP.xml,1114,3983,0.08793987479512684,487,0.022773751767668684,452
ASR.xml,1117,3987,0.0879398426798096,509,0.022773751767668736,455
ASS.xml,1117,3984,0.08793987479512867,498,0.022773751767667556,463
AST.xml,1117,3984,0.08793987479512867,498,0.022773751767667556,463
ASV.xml,1120,3992,0.08793978706945593,528,0.02277375176766864,474
ATA.xml,1114,3982,0.012539602898508527,540,0.022773751767668587,491
ATB.xml,1118,3985,0.08793987479512852,489,0.02277375176766868,473
ATC.xml,1119,3994,0.08793987479512894,466,0.022773751767668677,490
ATD.xml,1117,3985,0.08793987479512894,492,0.022773751767668705,478
ATE.xml,1111,3982,0.08793978706945564,492,0.02277375176766867,474
ATH.xml,1113,3984,0.08793987479512867,498,0.022773751767667556,463
ATM.xml,1116,3983,0.0879398747951286,494,0.022773751767668726,474
ATN.xml,1114,3983,0.01253960289850865,528,0.022773751767668673,489
ATP.xml,1111,3982,0.08793978706945622,496,0.022773751767668732,487
ATQ.xml,1104,3963,0.0,27,0.0,0
ATR.xml,1112,3981,0.08793978706945577,505,0.022773751767668732,474
ATS.xml,1110,3981,0.08793978706945577,505,0.022773751767668732,474
ATV.xml,1107,3981,0.08793987479512792,504,0.022773751767668687,443
AVB.xml,1103,3979,0.0,30,0.0,0
AVC.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
AVD.xml,1111,3989,0.08793987479512706,504,0.022773751767668677,488
AVH.xml,1113,3984,0.012539602898508745,513,0.022773751767668618,464
AVI.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
AVK.xml,1115,3983,0.0879398747951286,494,0.022773751767668726,474
AVL.xml,1110,3989,0.08793987479512706,504,0.022773751767668677,488
AVM.xml,1110,3989,0.08793987479512706,504,0.022773751767668677,488
AVN.xml,1104,3977,0.08793978706945596,484,0.022773751767668736,458
AVP.xml,1106,3977,0.08793978706945596,484,0.022773751767668736,458
AVQ.xml,1105,3978,0.08793987479512892,495,0.022773751767668667,485
AVR.xml,1105,3976,0.08793987479512895,498,0.022773751767668694,441
AVS.xml,1107,3981,0.08793987479512869,458,0.022773751767668677,444
AVT.xml,1106,3977,0.0879398747951286,509,0.0227737517676688,495
AVV.xml,1108,3980,0.012539602898504308,531,0.022773751767668687,459
BAA.xml,1112,3983,0.08793978706945593,491,0.022773751767668673,473
BAB.xml,1112,3983,0.08793978706945593,491,0.022773751767668673,473
BAC.xml,1112,3983,0.08793978706945593,491,0.022773751767668673,473
BAD.xml,1112,3983,0.08793978706945593,491,0.022773751767668673,473
BAE.xml,1112,3983,0.08793978706945593,491,0.022773751767668673,473
BAF.xml,1113,3970,0.08793984293640898,499,0.02277375176766871,458
BAG.xml,1116,3984,0.08793987479512867,498,0.022773751767667556,463
BAH.xml,1117,3984,0.08793987479512867,498,0.022773751767667556,463
BAI.xml,1116,3993,0.0879398747951272,488,0.022773751767668673,488
BAK.xml,1116,3984,0.08793987479512867,498,0.022773751767667556,463
BAL.xml,1116,3984,0.08793987479512867,498,0.022773751767667556,463
BAM.xml,1115,3995,0.0879398426798096,500,0.022773751767668673,474
BAN.xml,1120,4005,0.08793978706945543,483,0.022773751767805966,589
BAP.xml,1120,4004,0.012569441379563116,521,0.022773751767668653,468
BAQ.xml,1115,3995,0.0879398426798096,500,0.022773751767668673,474
BAR.xml,1118,3985,0.08793978706945622,507,0.02277375176766874,452
BAS.xml,1118,3985,0.08793978706945622,507,0.02277375176766874,452
BAT.xml,1118,3985,0.08793978706945622,507,0.02277375176766874,452
BAV.xml,1113,3983,0.0879398747951286,494,0.022773751767668726,474
BBA.xml,1114,3984,0.08793987479512867,498,0.022773751767667556,463
BBB.xml,1113,3983,0.0879398747951286,494,0.022773751767668726,474
BBC.xml,1109,3979,0.08793987479512863,463,0.022773751767668767,476
BBD.xml,1109,3978,0.08793978706945596,516,0.0227737517676687,456
BBE.xml,1109,3978,0.08793978706945596,516,0.0227737517676687,456
BBF.xml,1114,3982,0.08793984293640966,483,0.022773751767668673,468
BBG.xml,1106,3982,0.0879398747951286,495,0.02277375176766869,483
BBH.xml,1116,3985,0.08793978706945445,495,0.0227737517676688,474
BBI.xml,1114,3983,0.0879398429364095,469,0.02277375176766872,469
BBK.xml,1116,3985,0.08793978706945445,495,0.0227737517676688,474
BBL.xml,1118,3984,0.08793987479512867,498,0.022773751767667556,463
BBM.xml,1100,3976,0.012539602898508645,499,0.022773751767668715,450
BBP.xml,1110,3981,0.08793978706945577,505,0.022773751767668732,474
BBQ.xml,1118,3993,0.0879398747951272,488,0.022773751767668673,488
BBR.xml,1120,4005,0.08793978706945543,483,0.022773751767805966,589
BBS.xml,1118,3993,0.0879398747951272,488,0.022773751767668673,488
BBT.xml,1113,3992,0.08793978706945588,505,0.02277375176766864,481
BBV.xml,1113,3983,0.08793987479512817,461,0.022773751767668687,485
BCA.xml,1112,3983,0.0879398747951286,494,0.022773751767668726,474
BCB.xml,1110,3987,0.0,70,0.0,0
BCC.xml,1110,3979,0.0,30,0.0,0
BCD.xml,1110,3988,0.0,47,0.0,0
BCE.xml,1110,3979,0.0,30,0.0,0
BCF.xml,1110,3976,0.0,50,0.0,0
BCG.xml,1110,3979,0.0,30,0.0,0
BCH.xml,1110,3978,0.0,47,0.0,0
BCI.xml,1110,3988,0.0,47,0.0,0
BCK.xml,1112,3987,0.0,70,0.0,0
BCL.xml,1111,3988,0.0,47,0.0,0
BCM.xml,1113,3982,0.0,33,0.0,0
BCN.xml,1103,3977,0.0,47,0.0,0
BCP.xml,1111,3978,0.0,47,0.0,0
BCQ.xml,1109,3979,0.0,30,0.0,0
BCR.xml,1116,3982,0.08793978706945477,502,0.02277375176766871,473
BCS.xml,1113,3981,0.08793978706945577,505,0.022773751767668732,474
BCT.xml,1109,3981,0.08793978706945577,505,0.022773751767668732,474
BCV.xml,1116,3984,0.08793978706945575,479,0.022773751767668847,459
BDA.xml,1116,3983,0.0879398747951283,507,0.02277375176766871,465
BDB.xml,1116,3983,0.0879398747951283,507,0.02277375176766871,465
BDC.xml,1112,3982,0.08793987479512831,488,0.022773751767668684,452
BDD.xml,1117,3984,0.08793978706945575,479,0.022773751767668847,459
BDE.xml,1117,3984,0.08793987479512934,498,0.02277375176766871,473
BDF.xml,1112,3982,0.08793987479512831,488,0.022773751767668684,452
BDG.xml,1112,3982,0.08793987479512831,488,0.022773751767668684,452
BDH.xml,1115,3983,0.0879398747951283,507,0.02277375176766871,465
BDI.xml,1116,3984,0.08793978706945575,479,0.022773751767668847,459
BDK.xml,1113,3983,0.0879398747951286,494,0.022773751767668726,474
BDL.xml,1111,3980,0.0879398747951283,475,0.022773751767668746,487
BDM.xml,1117,3985,0.08793987479512852,489,0.02277375176766868,473
BDN.xml,1096,3970,0.012539609067222228,511,0.02277375176766869,476
BDP.xml,1109,3979,0.0,30,0.0,0
BDQ.xml,1114,3988,0.0,47,0.0,0
BDR.xml,1110,3985,0.0,44,0.0,0
BDS.xml,1112,3979,0.0,30,0.0,0
BDT.xml,1111,3988,0.0,47,0.0,0
BDV.xml,1108,3979,0.0,30,0.0,0
BEA.xml,1110,3979,0.0,30,0.0,0
BEB.xml,1113,3985,0.0,44,0.0,0
BEC.xml,1111,3988,0.0,47,0.0,0
BED.xml,1112,3979,0.0,30,0.0,0
BEE.xml,1110,3978,0.0,47,0.0,0
BEF.xml,1112,3984,0.0879398747951291,484,0.02277375176766863,452
BEG.xml,1119,3993,0.0879398747951272,488,0.022773751767668673,488
BEH.xml,1110,3994,0.08793987479512796,509,0.022773751767668743,465
BEI.xml,1099,3976,0.0879397870694561,515,0.022773751767668698,444
