,fluxes
R_PNTOt2,0.0
R_POLYAO,0.0
R_POLYAO2,0.0
R_ATPtm_H,5.250148291305342
R_PPAm,0.0
R_PPBNGS,0.0
R_PPCDC,0.0
R_PPCK,0.0
R_PPM,0.0
R_PPNCL2,0.0
R_PPND,0.0
R_CITtam,-0.4085225681745318
R_CO2tm,-1.8654189050029506
R_PPPG9tm,0.0
R_PPPGOm,0.0
R_PRAGSr,0.001557418562768773
R_PRAIS,0.001557418562768773
R_NH4tm,-0.005436352153074661
R_PRAMPC,0.00031836140370866434
R_PRASCS,0.001557418562768773
R_PRATPP,0.00031836140370866434
R_PRFGS,0.001557418562768773
R_PRMICIi,0.00031836140370866434
R_PRO1xm,0.0
R_PROTRS,0.0
R_PROt2r,0.0
R_PROtm,0.0
R_PRPPS,0.00356839154042607
R_PRPPtm,0.0
R_O2tm,2.1554936345614175
R_PSERDg_SC,0.0
R_ORNt3m,0.002116956612015367
R_PSERDv_SC,0.0
R_PYRt2m,0.930323883490532
R_PSERSm_SC,0.0
R_THRt2m,0.0006218533940665033
R_PSPHPL,0.0
R_PSPHS,0.0
R_ASPt2n,0.0016795842538316716
R_PStg_SC,0.0
R_PStm_SC,5.2331920940268745e-05
R_PStv_SC,0.0
R_PTD1INOtn_SC,0.0
R_PTD4INOtn_SC,0.0
R_PTPATi,0.0
R_PTPATim,0.0
R_PTRCt2,0.0
R_PUNP1,0.0
R_PUNP1m,0.0
R_PUNP2,0.0
R_PUNP3,0.0
R_PUNP3m,0.0
R_PUNP4,0.0
R_PUNP5,0.0
R_PUNP6,0.0
R_PUNP7,0.0
R_PYAM5PO,0.0
R_PYDAMK,0.0
R_PYDXK,0.0
R_PYDXNK,0.0
R_PYDXNO,0.0
R_PYDXO,0.0
R_CBPtn,0.0016795842538316716
R_PYNP2r,0.0
R_PYR5CDm,0.0
R_PYRDC,0.1847472183059606
R_PYRt2,0.0
R_DHORtn,-0.0016795842538316716
R_PYRt2p,0.0
R_QULNtm,0.0
R_RBFK,0.0
R_RBFKm,0.0
R_RBFSa,0.0
R_RBFSb,0.0
R_RBK,0.0
R_RIBFLVt2,0.0
R_RIBFLVtm,0.0
R_RIBt2,0.0
R_H2Otn,0.0016795842538316716
R_RNDR1n,0.0
R_RNDR2,0.0006852876330645955
R_RNDR2n,0.0
R_RNDR3,0.0
R_RNDR3n,0.0
R_RNDR4,0.0015432117198123912
R_RNDR4n,0.0
R_RNTR1,0.0
R_RNTR2,0.0
R_RNTR3,0.0
R_PIt2n,-0.0016795842538316716
R_ANPRT,1.3027320116961168e-05
R_CHORM,0.0008264029808117291
R_CHORS,0.0008394303009286902
R_DDPA,0.0008394303009286902
R_SADT,0.0
R_SAM24MT,0.0
R_SBPP1,0.0
R_SBPP2,0.0
R_DHQS,0.0008394303009286902
R_SBTD_L,0.0
R_DHQTi,0.0008394303009286902
R_SBT_Dt,0.0
R_SBT_Lt,0.0
R_IGPS,1.3027320116961168e-05
R_SERD_L,0.0
R_SERPT,0.0
R_SERTRS,0.0
R_SERt2m,0.004814498759008157
R_SERt2r,0.0
R_SFGTH,0.0
R_PHETA1,-0.0005439576167541213
R_PPND2,0.0002824453640576078
R_SHSL1,0.0
R_SHSL4r,0.0
R_SLCBK1,0.0
R_SLCBK2,0.0
R_PPNDH,0.0005439576167541213
R_PRAIi,1.3027320116961168e-05
R_SPMDAT1,0.0
R_SPMDt2,0.0
R_SPMS,0.0
R_SPRMS,0.0
R_SPRMti,0.0
R_PSCVTi,0.0008394303009286902
R_SHK3D,0.0008394303009286902
R_SHKK,0.0008394303009286902
R_TRPS1,1.3027320116961168e-05
R_SRB_Lt,0.0
R_SSALy,0.0
R_SUCCt2r,0.0
R_SUCCtm,0.0
R_SUCD1m,0.0
R_SUCD2_u6m,0.7000053157294803
R_SUCD3_u6m,0.0
R_SUCFUMtm,0.0
R_SUCOASm,-0.7000053157294803
R_ACHBSm,0.0006218533940665033
R_TALA,0.0
R_THFATm,0.0
R_THFGLUS,0.0
R_THFtm,0.008860361723746931
R_THMDPe,0.0
R_THMDt2,0.0
R_THMP,0.0
R_THMPe,0.0
R_THMt2,0.0
R_THRA,0.0
R_THRD_L,0.0
R_ACLSm,0.07432806889482287
R_THRS,0.002061309215584801
R_THRTRS,0.0
R_THRTRSm,0.0
R_DHAD1m,0.07432806889482287
R_THRt2r,0.0
R_THYMt3r,0.0
R_THZPSN1_SC,0.0
R_THZPSN2_SC,0.0
R_TKT1,0.0009737478541352417
R_DHAD2m,0.0006218533940665033
R_TMDK1,0.0
R_TMDPK,0.0
R_TMDPP,0.0
R_TMDPPK,0.0
R_ILETA,-0.0006218533940665033
R_TMN,0.0
R_TMPKr,0.0
R_TMPPP,0.0
R_IPMD,0.07315324030756173
R_TRDR,0.0031292385331070714
R_TRDRm,0.0
R_IPPMIa,-0.07315324030756173
R_IPPMIb,-0.07315324030756173
R_TREH,0.0
R_TREHv,0.0
R_TREt2,0.0
R_TREt2v,0.0
R_TRPO2,0.0
R_IPPSm,0.07315324030756173
R_TRPTRS,0.0
R_TRPTRSm,0.0
R_TRPt2m,0.0
R_TRPt2r,0.0
R_TTDCAt,0.0
R_TYRTA,0.40109093667355983
R_TYRTAi,0.0
R_TYRTAm,-0.40137338203761747
R_TYRTAp,0.0
R_TYRTRS,0.0
R_TYRTRSm,0.0
R_TYRt2m,0.40137338203761747
R_TYRt2p,0.0
R_TYRt2r,0.0
R_UDPACGLP,0.010716783072817803
R_UDPG4E,0.0
R_UGLYCHr,0.0
R_KARA1im,0.07432806889482287
R_UMPKn,0.0
R_UMPtn,0.0
R_UPP3MT,0.0
R_UPP3S,0.0
R_UPPDC1,0.0
R_UPPRT,0.0
R_URAt2,0.0
R_UREA2t2,0.0
R_UREASE,0.0
R_URIDK2r,-0.0015432117198123912
R_URIDK2rn,0.0
R_URIK1,0.0
R_URIK2,0.0
R_URIt2,0.0
R_KARA2im,0.0006218533940665033
R_VALTRS,0.0
R_VALTRSm,0.0
R_VALt2m,0.0
R_VALt2r,0.0
R_XANt,0.0
R_XPPT,0.0
R_XTSNt2,0.0
R_XYLK,0.0
R_XYLR,0.0
R_XYLTD_D,0.0
R_XYLTt,0.0
R_XYLt,0.0
R_YUMPS,0.0
R_ZYMSTt,0.0
R_ACAT_epist,0.0
R_ACAT_ergst,0.0
R_ACAT_fecost,0.0
R_ACAT_lanost,0.0
R_ACAT_zymst,0.0
R_DGL,0.0
R_DGRK_SC,0.0
R_LRO1_ps,5.222845072346654e-07
R_MGL,0.0
R_PHOSPTD,0.0
R_PLB_lpc,0.0
R_PLB_lpe,0.0
R_PLB_lps,5.222845072346654e-07
R_PLB_pc,0.0
R_PLB_pe,0.0
R_PLB_ps,0.0
R_PL_gpc,0.0
R_PL_gpe,0.0
R_PL_gps,5.222845072346654e-07
R_SEH_epist,0.0
R_SEH_ergst,0.0
R_SEH_fecost,0.0
R_SEH_lanost,0.0
R_SEH_zymst,0.0
R_SEp_form,0.0
R_TGL,0.0
R_membrane_rSC4_bal,0.0
R_glycogen_c_tp,0.0
R_membrane_WOtag,0.0
R_rETOHt,0.1847472183059606
R_trehalose_c_tp,0.0
R_LEUTA,-0.0013080364684135697
R_DECDHG,0.0
R_DECH,0.0
R_DECFAO,0.0
R_HDCDHG,0.0
R_HDCH,0.0
R_HDCFAO,0.0
R_DDCDHG,0.0
R_DDCH,0.0
R_DDCFAO,0.0
R_FAO100p,0.0
R_FAO120p,0.0
R_FAO60p,0.0
R_FA60tp,0.0
R_HCAt,0.0
R_BUCAt,0.0
R_FA40tp,0.0
R_coatp,0.0
R_O2tp,0.0
R_exlip,0.0
R_dca_t,0.0
R_OMCDC,0.07315324030756173
R_TRIGSY_GLC_nlim,0.0
R_TRIGSY_GLYC,0.0017613174532310363
R_VALTA,-0.00117482858726113
R_ACACTDC10p,0.0
R_ACACTDC12p,0.0
R_ACACTDC14p,0.0
R_ACACTDC16p,0.0
R_ACACTDC6p,0.0
R_ACACTDC8p,0.0
R_ACOAODC10p,0.0
R_ACOAODC12p,0.0
R_ACOAODC14p,0.0
R_ACOAODC16p,0.0
R_ACOAODC6p,0.0
R_ACOAODC8p,0.0
R_ALDDHD,0.0
R_ALDDHDD,0.0
R_ALDDHHD,0.0
R_DCAFAO,0.0
R_DCAH,0.0
R_DCCOAL10,0.0
R_DCCOAL12,0.0
R_DCCOAL16,0.0
R_DDCAFAO,0.0
R_DDCAH,0.0
R_ECOAHDC10p,0.0
R_ECOAHDC12p,0.0
R_ECOAHDC14p,0.0
R_ECOAHDC16p,0.0
R_ECOAHDC6p,0.0
R_ECOAHDC8p,0.0
R_HACDDC10p,0.0
R_HACDDC12p,0.0
R_HACDDC14p,0.0
R_HACDDC16p,0.0
R_HACDDC6p,0.0
R_HACDDC8p,0.0
R_HDCAFAO,0.0
R_HDCAH,0.0
R_C10DCte,0.0
R_C10DCtp,0.0
R_C12DCte,0.0
R_C12DCtp,0.0
R_C16DCte,0.0
R_C16DCtp,0.0
R_EX_decane(e),0.0
R_EX_dodec(e),0.0
R_EX_hedecane(e),0.0
R_EX_C10DC(e),0.0
R_EX_C12DC(e),0.0
R_EX_C16DC(e),0.0
R_ASPOcm,0.0
R_MTHFC,0.0034331985292462104
R_MTHFD,0.0034331985292462104
R_MTHFR3,0.010725483331937928
R_GLYCDx,0.0
R_DHFS,0.0
R_DHNPAm,0.0
R_L_LACtm,0.0
R_FACOAL160p,0.0
R_FTHFI,0.0
R_METS,0.010725483331937928
R_GTPCI,0.0
R_ACACCT,0.0
R_MTHFCm,0.0
R_MTHFD2,0.0
R_MTHFDm,0.0
R_QULNS,0.0
R_SPHPL,0.0
R_UGLT,0.0
R_oxogludeh(e),0.0
R_FACOAL60p,0.0
R_FACOAL40p,0.0
R_FAO40p,0.0
R_LEUDH,0.07184520383914816
R_MBCOAi,0.07184520383914816
R_MCCC,0.07184520383914816
R_MGCH,0.07184520383914816
