Row	s_4207	Growth
YJR149W	0.99999831	1
YKL220C	0.999999773	1
YLR047C	0.999999963	1
YLR214W	0.999999864	1
YNR060W	0.999999821	1
YOL152W	0.999999963	1
YOR381W	0.999998463	1
YOR384W	1.000000244	1
YLL051C	0.999999963	1
YLR099C	0.999998922	1
YPR139C	1.000000433	1
YLR143W	0.999998488	1
YLR151C	0.999999963	1
YLR239C	0.999999963	1
YMR099C	1.000000317	1
YMR162C	0.999998488	1
YMR210W	0.999998488	1
YNL048W	1	1
YNL092W	0.999999963	1
YNL219C	0.999999963	1
YNL274C	0.999998347	1
YNR030W	0.999999669	1
YOL157C	0.999998922	1
YOR002W	0.999998451	1
YOR067C	0.999999963	1
YOR149C	0.999998451	1
YOR196C	0.999998451	1
YOR226C	1	1
YPL135W	1	1
YOR251C	0.999999827	1
YOR285W	0.999998347	1
YOR286W	0.999999827	1
YOR334W	1	1
YPL060W	1	1
YPL227C	0.999998347	1
YPR003C	0.999998347	1
YPR127W	0.999998451	1
YDR371W	1.004220166	1
YLR286C	0.999998451	1
YOR161C	0.999999963	1
YDR452W	0.999999948	1
YHR201C	0.999999963	1
YDR270W	0.999998488	1
YLR351C	0.999999963	1
YMR301C	0.999999821	1
YEL004W	0.999998916	1
YEL066W	0.999999963	1
fdyG	0	1
A7U8C7	0.101258584	1
YGR019Wly	0.999998347	1
bcere0029_32090	0.107785123	1
