,pvalue,qvalue,FoldChange,-log(pvalue),-log(qvalue),BaseMean,log2(BaseMean),log2FC,abs(log2FC),size,sig
r_0153,5.646890614439619e-206,6.432822773507311e-206,12.693463553995311,205.24819062487254,50.0,0.04174948274608193,-4.582097866302651,3.6660138733167575,3.6660138733167575,1.2693463553995312,up
r_0157,4.4528856938614356e-61,4.8754135274763274e-61,1.0021369643213132,60.35135845311993,50.0,0.025484736677597108,-5.29422274317799,0.003079698396850821,0.003079698396850821,0.10021369643213132,normal
r_0165,3.3667752911649815e-11,3.5632073843682994e-11,76316402.2139394,10.472785868780825,10.448158900279985,0.04726273014954684,-4.403153220229203,26.18548982414964,26.18548982414964,7631640.22139394,up
r_0173,3.1662017893471116e-214,3.61095854027211e-214,0.26716212753569146,213.499461410002,50.0,0.04124273458578124,-4.599716196483086,-1.9042125866599304,1.9042125866599304,0.026716212753569148,down
r_0195,4.753647767421186e-62,5.310108062901205e-62,0.9977892990427983,61.32297300147461,50.0,0.006723937889008734,-7.216477886624733,-0.003192897880843942,0.003192897880843942,0.09977892990427983,normal
r_0207,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0208,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0209,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0211,4.4528857005025277e-61,4.8754135274763274e-61,1.0021369639562274,60.35135845247222,50.0,0.005649079772387787,-7.467768411105861,0.00307969787126659,0.00307969787126659,0.10021369639562275,normal
r_0212,4.4528857005025277e-61,4.8754135274763274e-61,1.0021369639562274,60.35135845247222,50.0,0.005649079772387787,-7.467768411105861,0.00307969787126659,0.00307969787126659,0.10021369639562275,normal
r_0214,0.18515039994580484,0.18688948788203485,0.9999631321159216,0.7324753454883247,0.7284151260327169,0.005181542508822006,-7.592402642627348,-5.319009403713769e-05,5.319009403713769e-05,0.09999631321159216,normal
r_0215,6.52312211718467e-47,7.091958090146508e-47,1.0048017118884551,46.18554449111985,46.14923383952232,0.024175147177558837,-5.370331516962456,0.006910827274981076,0.006910827274981076,0.10048017118884552,normal
r_0219,6.52312211718467e-47,7.091958090146508e-47,1.0048017118884551,46.18554449111985,46.14923383952232,0.024175147177558837,-5.370331516962456,0.006910827274981076,0.006910827274981076,0.10048017118884552,normal
r_0220,4.4528856935123306e-61,4.8754135274763274e-61,1.0021369642649356,60.35135845315398,50.0,0.01652508658223533,-5.919198359104735,0.003079698315688622,0.003079698315688622,0.10021369642649355,normal
r_0226,2.0659110552521004e-38,2.238209260021579e-38,3.717025939378838e-10,37.68488838032111,37.650099311809406,1.6661163669862187,0.7364891667365274,-31.325132192747496,31.325132192747496,3.717025939378838e-11,down
r_0250,2.7363087859427297e-49,2.9797499948597545e-49,1.0013380094517286,48.5628348950864,48.52582017230212,0.014107865791323764,-6.1473564332467046,0.001929049345143824,0.001929049345143824,0.10013380094517285,normal
r_0278,4.452885692573747e-61,4.8754135274763274e-61,1.0021369642230629,60.35135845324552,50.0,0.013103420951157935,-6.253912679923004,0.0030796982554078638,0.0030796982554078638,0.10021369642230629,normal
r_0279,1.9658980056136566e-78,2.2107431635314704e-78,0.9958048491548066,77.70643901791193,50.0,0.014730637360789335,-6.0850363359551345,-0.006065054142409464,0.006065054142409464,0.09958048491548066,normal
r_0300,0.1895199179525816,0.19032336897632074,0.6228517019068887,0.7223451403010616,0.7205078833138123,0.07380684555357932,-3.76010155793096,-0.68303938973055,0.68303938973055,0.06228517019068887,normal
r_0303,1.635821376064511e-10,1.7303526875260797e-10,20.146030064028725,9.786264120973252,9.761865368180187,0.018921831787744904,-5.723804429682332,4.332423667078969,4.332423667078969,2.0146030064028726,up
r_0352,4.4528856924921034e-61,4.8754135274763274e-61,1.0021369643402533,60.35135845325348,50.0,0.031161591415108547,-5.004087276398959,0.003079698424117461,0.003079698424117461,0.10021369643402533,normal
r_0353,4.452885691777439e-61,4.8754135274763274e-61,1.0021369641777282,60.351358453323186,50.0,0.010703811793029008,-6.5457315356157135,0.003079698190143293,0.003079698190143293,0.10021369641777282,normal
r_0361,4.753647769247292e-62,5.310108062901205e-62,0.9977892987151363,61.32297300130777,50.0,0.03457088603393564,-4.85429861017256,-0.003192898354607647,0.003192898354607647,0.09977892987151363,normal
r_0362,4.753647769247292e-62,5.310108062901205e-62,0.9977892987151363,61.32297300130777,50.0,0.03457088603393564,-4.85429861017256,-0.003192898354607647,0.003192898354607647,0.09977892987151363,normal
r_0366,5.052286323811926e-72,5.67519024434885e-72,8.45923532347676,71.29651204502726,50.0,1.8918714584462992,0.9198140693528252,3.0805272561480175,3.0805272561480175,0.8459235323476759,up
r_0438,4.534722900933718e-31,4.902370234110089e-31,2.53269965636284e-10,30.34344924581936,30.309593893296242,2.4452160125999702,1.2899619197955243,-31.878604945635633,31.878604945635633,2.5326996563628403e-11,down
r_0439,1.0763592907799868e-45,1.1699052264429167e-45,5.207531302804418e-10,44.968042736144206,44.93184931885212,1.18923869931482,0.2500383162232778,-30.83868134244928,30.83868134244928,5.207531302804418e-11,down
r_0445,4.2155504295644767e-23,4.51489935634472e-23,3.569271926792344e-09,22.37514571097627,22.345351926296498,0.17350871161767797,-2.5269199946653753,-28.06172303595871,28.06172303595871,3.569271926792344e-10,down
r_0450,8.36946385518227e-59,9.136305487888047e-59,4.637381007803554,58.077302361862614,50.0,1.1594334478019293,0.21342001077157427,2.213310263586991,2.213310263586991,0.4637381007803554,up
r_0451,0.2344538796659426,0.23521319716361508,0.09773673043693759,0.6299425763029536,0.6285383148469887,0.01587394101868992,-5.97719583965648,-3.3549553465090773,3.3549553465090773,0.009773673043693759,normal
r_0452,5.0954744491203e-22,5.450059922073691e-22,3.4915493615498283,21.292815371806384,21.263598722735672,0.05670159298727229,-4.140466922639767,1.8038673688727347,1.8038673688727347,0.34915493615498283,up
r_0453,0.18515039994187354,0.18688948788203485,0.9999631321159212,0.7324753454975461,0.7284151260327169,0.005181542508822008,-7.592402642627347,-5.3190094037618225e-05,5.3190094037618225e-05,0.09999631321159212,normal
r_0466,0.006289829225834219,0.006563654390369111,2.5028307337358413,2.201361145855952,2.182854294819917,0.13615677345855667,-2.876659340254473,1.3235607249625987,1.3235607249625987,0.25028307337358413,normal
r_0467,1.5160981760302022e-45,1.6474169872837627e-45,4.349311284441035,44.81927267474114,44.78319646011659,1.1635470362689757,0.21852953272038084,2.120786967585185,2.120786967585185,0.43493112844410353,up
r_0468,4.45288569529684e-61,4.8754135274763274e-61,1.002136964135654,60.35135845297994,50.0,0.009148509760171356,-6.772247528883902,0.0030796981295722835,0.0030796981295722835,0.1002136964135654,normal
r_0471,6.850789709148026e-21,7.294587561803042e-21,0.5221465418347594,20.16425936331674,20.13699925821833,0.5011734772002798,-0.9966180276420129,-0.9374733350109871,0.9374733350109871,0.05221465418347594,normal
r_0473,4.45288569529684e-61,4.8754135274763274e-61,1.002136964135654,60.35135845297994,50.0,0.009148509760171356,-6.772247528883902,0.0030796981295722835,0.0030796981295722835,0.1002136964135654,normal
r_0476,3.4270477006177534e-93,3.86574820459039e-93,0.9925553973300216,92.46507985064136,50.0,0.04266936983544313,-4.550655385586635,-0.010780469485230107,0.010780469485230107,0.09925553973300216,normal
r_0478,4.452885698028668e-61,4.8754135274763274e-61,1.002136963972682,60.3513584527135,50.0,0.0058546020159199515,-7.416213182112138,0.003079697894954961,0.003079697894954961,0.10021369639726821,normal
r_0479,4.452885693910422e-61,4.8754135274763274e-61,1.0021369642672222,60.351358453115154,50.0,0.016763936466334967,-5.898495230855041,0.0030796983189804762,0.0030796983189804762,0.10021369642672222,normal
r_0486,1.8092831041121188e-50,1.9713157630572248e-50,4.187521221925956,49.74249347242489,49.70524380536553,2.1178930764762374,1.0826297555571893,2.0660965019060717,2.0660965019060717,0.4187521221925956,up
r_0489,2.1647928033621832e-260,2.487905427836619e-260,462962129.8515155,259.66458366451275,50.0,0.2867123425281788,-1.8023240831553902,28.786318945435553,28.786318945435553,46296212.985151544,up
r_0491,3.556358992500928e-47,3.8706642331895233e-47,155.81734204737245,46.44899440614026,46.412214500599816,0.26305358602000484,-1.9265713774585915,7.283712000153781,7.283712000153781,15.581734204737245,up
r_0492,1.966168651246699e-05,2.0727142712608417e-05,43610944.377834894,4.706379232605412,4.683460562338087,0.027008247449400155,-5.210456162593178,25.37818689596257,25.37818689596257,4361094.437783489,up
r_0501,3.6485670747201234e-25,3.9170320579201517e-25,5.358416430483154e-06,24.437877665332085,24.40704287406846,0.19316142253131313,-2.372121101542092,-17.509761864432168,17.509761864432168,5.358416430483154e-07,down
r_0502,4.177321448829433e-23,4.4811064130090906e-23,0.026322656230850762,22.379102104078573,22.348614742756467,0.40437022508637066,-1.306251323417174,-5.247551110362728,5.247551110362728,0.002632265623085076,down
r_0505,0.18810425301864295,0.18895011987694466,4.2826554142223886e-08,0.7256013849831302,0.7236528282143969,0.01446064857476534,-6.111723929697738,-24.476919157562637,24.476919157562637,4.282655414222388e-09,normal
r_0510,4.753647765609271e-62,5.310108062901205e-62,0.9977892987916473,61.32297300164014,50.0,0.017574516875906922,-5.830371159669712,-0.003192898243981016,0.003192898243981016,0.09977892987916473,normal
r_0512,4.452885691374538e-61,4.8754135274763274e-61,1.0021369642610167,60.35135845336248,50.0,0.016130705501600943,-5.9540466513801995,0.003079698310046951,0.003079698310046951,0.10021369642610167,normal
r_0534,8.540668464432896e-50,9.303021884303834e-50,38.23472513617503,49.068508136447626,49.031375957413296,1.048505805413499,0.06833484943458047,5.256811597683095,5.256811597683095,3.823472513617503,up
r_0542,4.4528856909560676e-61,4.8754135274763274e-61,1.0021369642586073,60.35135845340329,50.0,0.015897409534506378,-5.975064490692468,0.003079698306578325,0.003079698306578325,0.10021369642586073,normal
r_0545,4.4528856909560676e-61,4.8754135274763274e-61,1.0021369642586073,60.35135845340329,50.0,0.015897409534506378,-5.975064490692468,0.003079698306578325,0.003079698306578325,0.10021369642586073,normal
r_0546,0.1623994447964665,0.1683786210595702,1.0885351829715113,0.7894154598377197,0.7737130514662554,0.02324756082844206,-5.426776835502986,0.12238803819054299,0.12238803819054299,0.10885351829715113,normal
r_0548,6.520780979591985e-47,7.091958090146508e-47,1.0048018281878526,46.18570038665837,46.14923383952232,0.02417456752363187,-5.370366109259477,0.006910994257732257,0.006910994257732257,0.10048018281878526,normal
r_0558,4.424912329784251e-297,5.0897235106504844e-297,1.1588358033136888e-07,296.3540953295013,50.0,0.005344154038939549,-7.547822692267153,-23.04082050039224,23.04082050039224,1.1588358033136888e-08,down
r_0560,4.424912329784251e-297,5.0897235106504844e-297,1.1588358033136888e-07,296.3540953295013,50.0,0.005344154038939549,-7.547822692267153,-23.04082050039224,23.04082050039224,1.1588358033136888e-08,down
r_0568,3.203136716776502e-173,3.6458540300901565e-173,318870327.07168084,172.49442452431637,50.0,0.19747632139487156,-2.3402484190870787,28.248394610912033,28.248394610912033,31887032.707168084,up
r_0569,0.0,0.0,2.7567301081630715e-09,inf,50.0,0.22465012882481986,-2.1542482057174177,-28.43439482373442,28.43439482373442,2.756730108163071e-10,down
r_0570,3.028456149272733e-101,3.4170896366268696e-101,0.9898321140814026,100.51877871035028,50.0,0.008373508233389287,-6.899952091934159,-0.014744245171437975,0.014744245171437975,0.09898321140814026,normal
r_0658,0.11901627217097309,0.12346175374356225,2.993377463796336e-08,0.9243936568348807,0.9084675582797932,0.020688996446105806,-5.594992523181943,-24.993650545478083,24.993650545478083,2.993377463796336e-09,normal
r_0659,9.548803476621627e-21,1.0164692466390508e-20,-15.287604712618881,20.020051044757256,19.99290575644257,0.026474174860407696,-5.239270470367276,,,1.528760471261888,normal
r_0665,4.452885691777439e-61,4.8754135274763274e-61,1.0021369641777282,60.351358453323186,50.0,0.010703811793029008,-6.5457315356157135,0.003079698190143293,0.003079698190143293,0.10021369641777282,normal
r_0669,4.452885691777439e-61,4.8754135274763274e-61,1.0021369641777282,60.351358453323186,50.0,0.010703811793029008,-6.5457315356157135,0.003079698190143293,0.003079698190143293,0.10021369641777282,normal
r_0678,4.4528856909560676e-61,4.8754135274763274e-61,1.0021369642586073,60.35135845340329,50.0,0.015897409534506378,-5.975064490692468,0.003079698306578325,0.003079698306578325,0.10021369642586073,normal
r_0688,0.18810554521645584,0.18895011987694466,1.8558963913247914e-08,0.7255984015713088,0.7236528282143969,0.03336930698516526,-4.905334464880123,-25.68330858736952,25.68330858736952,1.8558963913247914e-09,normal
r_0692,4.222216050271459e-68,4.740134941300018e-68,1.0028184517067504,67.37445954766501,50.0,0.013515430757578892,-6.209248696258057,0.004060446897692478,0.004060446897692478,0.10028184517067504,normal
r_0696,0.18810554521645584,0.18895011987694466,1.8558963913247914e-08,0.7255984015713088,0.7236528282143969,0.03336930698516526,-4.905334464880123,-25.68330858736952,25.68330858736952,1.8558963913247914e-09,normal
r_0701,4.4528856911402404e-61,4.8754135274763274e-61,1.0021369642643454,60.35135845338533,50.0,0.01646398521810543,-5.924542597727555,0.003079698314838967,0.003079698314838967,0.10021369642643455,normal
r_0711,4.4528856909560676e-61,4.8754135274763274e-61,1.0021369642586073,60.35135845340329,50.0,0.015897409534506378,-5.975064490692468,0.003079698306578325,0.003079698306578325,0.10021369642586073,normal
r_0713,0.0008404671684386784,0.000881625758609679,1.3617052327408154e-08,3.0754792469412324,3.054715729451206,0.04547972294721841,-4.458632724108582,-26.13001032101139,26.13001032101139,1.3617052327408153e-09,down
r_0718,3.937111123164598e-43,4.2769750453153044e-43,6.81267495066076,42.40482232727324,42.36886328369537,0.023013565027777846,-5.4413717012363945,2.7682213739086414,2.7682213739086414,0.681267495066076,up
r_0719,1.743618409622264e-51,1.9013136570671152e-51,17.261095993863453,50.758548554224696,50.0,0.02689581664652193,-5.21647439515847,4.109452166282092,4.109452166282092,1.7261095993863453,up
r_0722,4.753647769247292e-62,5.310108062901205e-62,0.9977892987151363,61.32297300130777,50.0,0.03457088603393564,-4.85429861017256,-0.003192898354607647,0.003192898354607647,0.09977892987151363,normal
r_0725,4.6888616715932154e-23,5.020485496279149e-23,0.016482502639349743,22.328932579406576,22.299254283221543,0.3955349438442648,-1.3381229385360383,-5.922920877395613,5.922920877395613,0.0016482502639349743,down
r_0726,1.9408151740010005e-101,2.19110252472723e-101,0.7271353786255509,100.71201582099155,50.0,0.005845177095604998,-7.4185375488562935,-0.4597041036598155,0.4597041036598155,0.07271353786255509,normal
r_0727,9.196101986681061e-102,1.038785489491294e-101,0.807875081742425,101.03639622096004,50.0,0.008661385071657049,-6.85118653497221,-0.307795862409356,0.307795862409356,0.08078750817424249,normal
r_0732,9.362593635611233e-23,1.0016781235549001e-22,0.016500658057614803,22.02860382587716,21.999271811024947,0.3951067997618027,-1.339685419672217,-5.921332628483855,5.921332628483855,0.0016500658057614804,down
r_0735,4.424912329784251e-297,5.0897235106504844e-297,1.1588358033136888e-07,296.3540953295013,50.0,0.005344154038939549,-7.547822692267153,-23.04082050039224,23.04082050039224,1.1588358033136888e-08,down
r_0739,4.424912329784251e-297,5.0897235106504844e-297,1.1588358033136888e-07,296.3540953295013,50.0,0.005344154038939549,-7.547822692267153,-23.04082050039224,23.04082050039224,1.1588358033136888e-08,down
r_0759,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0770,7.621432960994157e-41,8.277106400734485e-41,7.673262425490074e-10,40.117963366121714,40.082121461986745,0.8070879644476355,-0.3092021736068631,-30.279440852974872,30.279440852974872,7.673262425490074e-11,down
r_0773,2.888735689615018e-13,3.0621054546142874e-13,1.7091144849211942e-09,12.539292192940485,12.513979856887774,0.36235125267891993,-1.4645392130373405,-29.12410381490311,29.12410381490311,1.709114484921194e-10,down
r_0800,2.75830708151241e-199,3.1413186134758134e-199,2.7475489041686747,198.55935738559222,50.0,0.07637173577575668,-3.7108173761299965,1.458145160218627,1.458145160218627,0.27475489041686746,up
r_0811,3.021962582183194e-61,3.373840676033192e-61,0.9978579986942036,60.51971091738017,50.0,0.07523799746870957,-3.732394739111502,-0.003093569060020099,0.003093569060020099,0.09978579986942035,normal
r_0816,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0818,4.452885695901129e-61,4.8754135274763274e-61,1.0021369641284317,60.351358452921,50.0,0.008926323282501637,-6.807718227387118,0.003079698119175037,0.003079698119175037,0.10021369641284317,normal
r_0821,0.18515039994187354,0.18688948788203485,0.9999631321159212,0.7324753454975461,0.7284151260327169,0.005181542508822008,-7.592402642627347,-5.3190094037618225e-05,5.3190094037618225e-05,0.09999631321159212,normal
r_0831,0.18810425301864295,0.18895011987694466,4.2826554142223886e-08,0.7256013849831302,0.7236528282143969,0.01446064857476534,-6.111723929697738,-24.476919157562637,24.476919157562637,4.282655414222388e-09,normal
r_0832,0.18810425301864295,0.18895011987694466,4.2826554142223886e-08,0.7256013849831302,0.7236528282143969,0.01446064857476534,-6.111723929697738,-24.476919157562637,24.476919157562637,4.282655414222388e-09,normal
r_0852,4.4528856957953094e-61,4.8754135274763274e-61,1.0021369640690336,60.351358452931315,50.0,0.007437677358486397,-7.070932118509373,0.0030796980336645096,0.0030796980336645096,0.10021369640690336,normal
r_0886,8.36946385518227e-59,9.136305487888047e-59,4.637381007803554,58.077302361862614,50.0,1.1594334478019293,0.21342001077157427,2.213310263586991,2.213310263586991,0.4637381007803554,up
r_0887,0.006203595249880046,0.006478702819311967,2.5191029529812314,2.207356545235912,2.1885119408592733,0.04518793492767861,-4.467918561902163,1.3329100846447233,1.3329100846447233,0.25191029529812314,normal
r_0888,4.753647768759484e-62,5.310108062901205e-62,0.997789298673562,61.32297300135234,50.0,0.0728577337530581,-3.778774069166622,-0.0031928984147195725,0.0031928984147195725,0.0997789298673562,normal
r_0889,0.006289829225834219,0.006563654390369111,2.5028307337358413,2.201361145855952,2.182854294819917,0.13615677345855667,-2.876659340254473,1.3235607249625987,1.3235607249625987,0.25028307337358413,normal
r_0891,2.851652782854025e-21,3.044434187845482e-21,0.08526340333229966,20.544903355282482,20.51649340974034,0.22602161802993845,-2.1454673278529777,-3.5519295474140207,3.5519295474140207,0.008526340333229966,down
r_0892,1.8092831041121188e-50,1.9713157630572248e-50,4.187521221925956,49.74249347242489,49.70524380536553,2.1178930764762374,1.0826297555571893,2.0660965019060717,2.0660965019060717,0.4187521221925956,up
r_0893,5.052286323811926e-72,5.67519024434885e-72,8.45923532347676,71.29651204502726,50.0,1.8918714584462992,0.9198140693528252,3.0805272561480175,3.0805272561480175,0.8459235323476759,up
r_0904,4.424912329784251e-297,5.0897235106504844e-297,1.1588358033136888e-07,296.3540953295013,50.0,0.005344154038939549,-7.547822692267153,-23.04082050039224,23.04082050039224,1.1588358033136888e-08,down
r_0912,3.028456149272733e-101,3.4170896366268696e-101,0.9898321140814026,100.51877871035028,50.0,0.008373508233389287,-6.899952091934159,-0.014744245171437975,0.014744245171437975,0.09898321140814026,normal
r_0916,2.3460737706255904e-115,2.6530859517858054e-115,0.9824924209184499,114.62965833592385,50.0,0.015226417400762679,-6.037279657415118,-0.02548181662099464,0.02548181662099464,0.09824924209184499,normal
r_0917,2.851652782854025e-21,3.044434187845482e-21,0.08526340333229966,20.544903355282482,20.51649340974034,0.22602161802993845,-2.1454673278529777,-3.5519295474140207,3.5519295474140207,0.008526340333229966,down
r_0918,2.851652782854025e-21,3.044434187845482e-21,0.08526340333229966,20.544903355282482,20.51649340974034,0.22602161802993845,-2.1454673278529777,-3.5519295474140207,3.5519295474140207,0.008526340333229966,down
r_0938,4.4528856957953094e-61,4.8754135274763274e-61,1.0021369640690336,60.351358452931315,50.0,0.007437677358486397,-7.070932118509373,0.0030796980336645096,0.0030796980336645096,0.10021369640690336,normal
r_0939,4.452885685909744e-61,4.8754135274763274e-61,1.0021369639575983,60.351358453895465,50.0,0.005665743592671496,-7.463518971677384,0.003079697873240168,0.003079697873240168,0.10021369639575983,normal
r_0941,4.45288569529684e-61,4.8754135274763274e-61,1.002136964135654,60.35135845297994,50.0,0.009148509760171356,-6.772247528883902,0.0030796981295722835,0.0030796981295722835,0.1002136964135654,normal
r_0957,4.45288569529684e-61,4.8754135274763274e-61,1.002136964135654,60.35135845297994,50.0,0.009148509760171356,-6.772247528883902,0.0030796981295722835,0.0030796981295722835,0.1002136964135654,normal
r_0958,1.8690781822651764e-48,2.0348142308683062e-48,1.6729510803042884,47.72837253199934,47.6914752337073,0.15917363803352028,-2.651326675007956,0.7423952593426291,0.7423952593426291,0.16729510803042885,normal
r_0959,7.138689265078954e-221,8.1831772475015505e-221,47.03506090428002,220.1463815217252,50.0,1.5634126703790368,0.6446986349778132,5.555664667327489,5.555664667327489,4.703506090428002,up
r_0961,0.010796866195073728,0.011249412721232057,0.5620019601231014,1.9667022807799883,1.9488701494269005,0.12132945809216492,-3.0429982238699815,-0.8313529326707935,0.8313529326707935,0.05620019601231015,normal
r_0962,8.33146419566297e-74,9.366500925721602e-74,8.99882407301255,73.07927866771485,50.0,1.863545691485812,0.8980501923277591,3.1697364886785038,3.1697364886785038,0.899882407301255,up
r_0982,0.006545471863893587,0.006828656786502454,1.9440078470448283,2.184059039640593,2.1656647147049166,0.06041460432715659,-4.048958848112949,0.9590340424363949,0.9590340424363949,0.19440078470448283,normal
r_0984,0.00616549071954059,0.006443921912169727,3.1334153482030884,2.210032351621811,2.1908497310273805,0.07564556014977959,-3.7246007806686747,1.6477360180576377,1.6477360180576377,0.31334153482030885,normal
r_0988,4.4528856909560676e-61,4.8754135274763274e-61,1.0021369642586073,60.35135845340329,50.0,0.015897409534506378,-5.975064490692468,0.003079698306578325,0.003079698306578325,0.10021369642586073,normal
