,AFR_5.re.xml,BVC_6.re.xml,AEG_8.re.xml,AGM_1.re.xml,CNQ_1.re.xml,AEH_3.re.xml,AFD_4.re.xml,AHC_2.re.xml,BTT_3.re.xml,APH_4.re.xml,BTV_5.re.xml,BVA_4.re.xml,CMT_8.re.xml,CNG_4.re.xml,CNK_4.re.xml,APG_4.re.xml,CNM_1.re.xml,CNP_1.re.xml,CNR_1.re.xml,BVB_6.re.xml,CNI_4.re.xml,CNH_4.re.xml,BVH_1.re.xml,CNN_1.re.xml,CNF_4.re.xml,CNB_4.re.xml,BVG_4.re.xml,CNE_4.re.xml,CNL_4.re.xml,BVD_5.re.xml,BVF_5.re.xml,CNS_4.re.xml,CNT_4.re.xml,BVE_4.re.xml,CNV_4.re.xml
r_0018,0.0789668788108872,0.07896687881088761,0.07896687881088686,0.07896687881088732,0.05646853382378434,0.07896687881088749,0.0789668788108872,0.07896687881088747,0.0789668788108869,0.07896687881088787,0.07896687881088767,0.07896687881088818,0.07896687881088728,0.07896687881088753,0.05644144877362026,0.056468533823784396,0.07892873012344855,0.0,0.0,0.07896687881088761,0.07896687881088699,0.07896687881088732,0.07896687881088732,0.07896687881088728,0.07896687881088718,0.0,0.05646853382378421,0.05646853382378434,0.0789668788108874,0.0564685338237843,0.0564685338237841,0.05646853382378425,0.05646853382378425,0.07896687881088826,0.0
r_0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0020,0.07340334632902361,0.07340334632902401,0.07340334632902154,0.07340334632902373,0.0524900997402421,0.07340334632902301,0.07340334632902362,0.07340334632902298,0.07340334632902246,0.07340334632902336,0.07340334632902318,0.07340334632902364,0.0734033463290228,0.07340334632902304,0.052464922940206715,0.052490099740246876,0.07336788536920948,0.0,0.0,0.07340334632902222,0.07340334632902432,0.07340334632902194,0.07340334632902373,0.07340334632902282,0.0734033463290227,0.0,0.052490099740241984,0.0524900997402481,0.07340334632902382,0.052490099740246716,0.052490099740247875,0.05249009974024557,0.05249009974024557,0.07340334632902372,0.0
r_0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0023,-0.08178121867216132,-0.08178121867216175,-0.08178121867216097,-0.08178121867216144,-0.058481043980461216,-0.08178121867216162,-0.08178121867216132,-0.0817812186721616,-0.08178121867216101,-0.08178121867216201,-0.0817812186721618,-0.08178121867216233,-0.0817812186721614,-0.08178121867216165,-0.058452993632725936,-0.05848104398046127,-0.08174171038468109,0.0,0.0,-0.08178121867216175,-0.0817812186721611,-0.08178121867216144,-0.08178121867216144,-0.0817812186721614,-0.0817812186721613,0.0,-0.05848104398046107,-0.058481043980461216,-0.08178121867216152,-0.05848104398046117,-0.05848104398046096,-0.05848104398046112,-0.05848104398046112,-0.08178121867216243,0.0
r_0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0025,0.08178121867216132,0.08178121867216175,0.08178121867216097,0.08178121867216144,0.058481043980461216,0.08178121867216162,0.08178121867216132,0.0817812186721616,0.08178121867216101,0.08178121867216201,0.0817812186721618,0.08178121867216233,0.0817812186721614,0.08178121867216165,0.058452993632725936,0.05848104398046127,0.08174171038468109,0.0,0.0,0.08178121867216175,0.0817812186721611,0.08178121867216144,0.08178121867216144,0.0817812186721614,0.0817812186721613,0.0,0.05848104398046107,0.058481043980461216,0.08178121867216152,0.05848104398046117,0.05848104398046096,0.05848104398046112,0.05848104398046112,0.08178121867216243,0.0
r_0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0027,0.0789668788108872,0.07896687881088761,0.07896687881088686,0.07896687881088732,0.05646853382378434,0.07896687881088749,0.0789668788108872,0.07896687881088747,0.0789668788108869,0.07896687881088787,0.07896687881088767,0.07896687881088818,0.07896687881088728,0.07896687881088753,0.05644144877362026,0.056468533823784396,0.07892873012344855,0.0,0.0,0.07896687881088761,0.07896687881088699,0.07896687881088732,0.07896687881088732,0.07896687881088728,0.07896687881088718,0.0,0.05646853382378421,0.05646853382378434,0.0789668788108874,0.0564685338237843,0.0564685338237841,0.05646853382378425,0.05646853382378425,0.07896687881088826,0.0
r_0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0029,0.08178121867216132,0.08178121867216175,0.08178121867216097,0.08178121867216144,0.058481043980461216,0.08178121867216162,0.08178121867216132,0.0817812186721616,0.08178121867216101,0.08178121867216201,0.0817812186721618,0.08178121867216233,0.0817812186721614,0.08178121867216165,0.058452993632725936,0.05848104398046127,0.08174171038468109,0.0,0.0,0.08178121867216175,0.0817812186721611,0.08178121867216144,0.08178121867216144,0.0817812186721614,0.0817812186721613,0.0,0.05848104398046107,0.058481043980461216,0.08178121867216152,0.05848104398046117,0.05848104398046096,0.05848104398046112,0.05848104398046112,0.08178121867216243,0.0
r_0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0032,0.015812814199452043,0.015812814199452126,0.015812814199451984,0.015812814199452074,0.011307607023564759,0.015812814199452102,0.015812814199452047,0.015812814199452102,0.015812814199451988,0.015812814199452182,0.015812814199452137,0.015812814199452248,0.015812814199452064,0.015812814199452116,0.011302183346293015,0.011307607023564769,0.01580517507130738,0.0,0.0,0.01581281419945213,0.015812814199452,0.015812814199452067,0.015812814199452074,0.01581281419945206,0.015812814199452043,0.0,0.011307607023564733,0.01130760702356476,0.015812814199452088,0.01130760702356475,0.011307607023564708,0.011307607023564743,0.011307607023564743,0.01581281419945226,0.0
r_0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0038,0.00048040543130129274,0.00048040543130129523,0.00048040543130129074,0.0004804054313012935,0.00034353377966898484,0.00048040543130129453,0.00048040543130129274,0.0004804054313012945,0.00048040543130129095,0.0004804054313012968,0.0004804054313012956,0.00048040543130129876,0.00048040543130129323,0.00048040543130129475,0.00034336900419093856,0.0003435337796689852,0.00048017334872542655,0.0,0.0,0.00048040543130129523,0.00048040543130129144,0.0004804054313012935,0.00048040543130129345,0.00048040543130129323,0.00048040543130129263,0.0,0.00034353377966898403,0.00034353377966898484,0.00048040543130129393,0.00034353377966898457,0.0003435337796689834,0.0003435337796689843,0.0003435337796689843,0.00048040543130129925,0.0
r_0039,0.07340334632902361,0.07340334632902401,0.07340334632902154,0.07340334632902373,0.0524900997402421,0.07340334632902301,0.07340334632902362,0.07340334632902298,0.07340334632902246,0.07340334632902336,0.07340334632902318,0.07340334632902364,0.0734033463290228,0.07340334632902304,0.052464922940206715,0.052490099740246876,0.07336788536920948,0.0,0.0,0.07340334632902222,0.07340334632902432,0.07340334632902194,0.07340334632902373,0.07340334632902282,0.0734033463290227,0.0,0.052490099740241984,0.0524900997402481,0.07340334632902382,0.052490099740246716,0.052490099740247875,0.05249009974024557,0.05249009974024557,0.07340334632902372,0.0
r_0040,0.07340334632902361,0.07340334632902401,0.07340334632902154,0.07340334632902373,0.0524900997402421,0.07340334632902301,0.07340334632902362,0.07340334632902298,0.07340334632902246,0.07340334632902336,0.07340334632902318,0.07340334632902364,0.0734033463290228,0.07340334632902304,0.052464922940206715,0.052490099740246876,0.07336788536920948,0.0,0.0,0.07340334632902222,0.07340334632902432,0.07340334632902194,0.07340334632902373,0.07340334632902282,0.0734033463290227,0.0,0.052490099740241984,0.0524900997402481,0.07340334632902382,0.052490099740246716,0.052490099740247875,0.05249009974024557,0.05249009974024557,0.07340334632902372,0.0
r_0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0045,0.00046377430186606006,0.00046377430186606006,0.0004637743018642837,0.00046377430186606006,0.00033164100247518036,0.0004637743018651719,0.00046377430186606006,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0003314819313541273,0.00033164100247990574,0.0004635502537428948,0.0,0.0,0.0004637743018642837,0.00046377430186694824,0.0004637743018642837,0.00046377430186606006,0.0004637743018651719,0.0004637743018651719,0.0,0.00033164100247518036,0.00033164100248117556,0.00046377430186606006,0.0003316410024798433,0.0003316410024811825,0.00033164100247873307,0.00033164100247873307,0.0004637743018651719,0.0
r_0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0058,0.00046377430186606006,0.00046377430186606006,0.0004637743018642837,0.00046377430186606006,0.00033164100247518036,0.0004637743018651719,0.00046377430186606006,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0004637743018651719,0.0003314819313541273,0.00033164100247990574,0.0004635502537428948,0.0,0.0,0.0004637743018642837,0.00046377430186694824,0.0004637743018642837,0.00046377430186606006,0.0004637743018651719,0.0004637743018651719,0.0,0.00033164100247518036,0.00033164100248117556,0.00046377430186606006,0.0003316410024798433,0.0003316410024811825,0.00033164100247873307,0.00033164100247873307,0.0004637743018651719,0.0
r_0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0060,-0.08178121867216132,-0.08178121867216175,-0.08178121867216097,-0.08178121867216144,-0.058481043980461216,-0.08178121867216162,-0.08178121867216132,-0.0817812186721616,-0.08178121867216101,-0.08178121867216201,-0.0817812186721618,-0.08178121867216233,-0.0817812186721614,-0.08178121867216165,-0.058452993632725936,-0.05848104398046127,-0.08174171038468109,0.0,0.0,-0.08178121867216175,-0.0817812186721611,-0.08178121867216144,-0.08178121867216144,-0.0817812186721614,-0.0817812186721613,0.0,-0.05848104398046107,-0.058481043980461216,-0.08178121867216152,-0.05848104398046117,-0.05848104398046096,-0.05848104398046112,-0.05848104398046112,-0.08178121867216243,0.0
r_0061,0.08178121867216132,0.08178121867216175,0.08178121867216097,0.08178121867216144,0.058481043980461216,0.08178121867216162,0.08178121867216132,0.0817812186721616,0.08178121867216101,0.08178121867216201,0.0817812186721618,0.08178121867216233,0.0817812186721614,0.08178121867216165,0.058452993632725936,0.05848104398046127,0.08174171038468109,0.0,0.0,0.08178121867216175,0.0817812186721611,0.08178121867216144,0.08178121867216144,0.0817812186721614,0.0817812186721613,0.0,0.05848104398046107,0.058481043980461216,0.08178121867216152,0.05848104398046117,0.05848104398046096,0.05848104398046112,0.05848104398046112,0.08178121867216243,0.0
r_0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0065,0.07340334632902361,0.07340334632902401,0.07340334632902154,0.07340334632902373,0.0524900997402421,0.07340334632902301,0.07340334632902362,0.07340334632902298,0.07340334632902246,0.07340334632902336,0.07340334632902318,0.07340334632902364,0.0734033463290228,0.07340334632902304,0.052464922940206715,0.052490099740246876,0.07336788536920948,0.0,0.0,0.07340334632902222,0.07340334632902432,0.07340334632902194,0.07340334632902373,0.07340334632902282,0.0734033463290227,0.0,0.052490099740241984,0.0524900997402481,0.07340334632902382,0.052490099740246716,0.052490099740247875,0.05249009974024557,0.05249009974024557,0.07340334632902372,0.0
r_0066,1.5228853223844818e-05,1.5228853223851757e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.089002156749036e-05,1.5228853223858696e-05,1.5228853223858696e-05,1.5228853223844818e-05,1.5228853223841349e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.0884798184476047e-05,1.089002156749036e-05,1.5221496205697349e-05,0.0,0.0,1.5228853223841349e-05,1.5228853223844818e-05,1.522885322383094e-05,1.5228853223858696e-05,1.5228853223858696e-05,1.5228853223844818e-05,0.0,1.0890021567497299e-05,1.089002156749036e-05,1.5228853223851757e-05,1.089002156749036e-05,1.089002156749036e-05,1.0890021567497299e-05,1.0890021567497299e-05,1.5228853223844818e-05,0.0
r_0067,1.5228853223844818e-05,1.5228853223851757e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.089002156749036e-05,1.5228853223858696e-05,1.5228853223858696e-05,1.5228853223844818e-05,1.5228853223841349e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.5228853223844818e-05,1.0884798184476047e-05,1.089002156749036e-05,1.5221496205697349e-05,0.0,0.0,1.5228853223841349e-05,1.5228853223844818e-05,1.522885322383094e-05,1.5228853223858696e-05,1.5228853223858696e-05,1.5228853223844818e-05,0.0,1.0890021567497299e-05,1.089002156749036e-05,1.5228853223851757e-05,1.089002156749036e-05,1.089002156749036e-05,1.0890021567497299e-05,1.0890021567497299e-05,1.5228853223844818e-05,0.0
r_0068,2.882432773064476e-06,2.882432773064491e-06,2.8824327730644638e-06,2.8824327730644807e-06,2.061202810489391e-06,2.8824327730644866e-06,2.882432773064476e-06,2.8824327730644862e-06,2.882432773064465e-06,2.8824327730645006e-06,2.882432773064493e-06,2.882432773064512e-06,2.882432773064479e-06,2.882432773064488e-06,2.0602141575575715e-06,2.0612028104893933e-06,2.8810402775197817e-06,0.0,0.0,2.882432773064491e-06,2.8824327730644684e-06,2.8824327730644807e-06,2.8824327730644803e-06,2.882432773064479e-06,2.882432773064475e-06,0.0,2.0612028104893865e-06,2.061202810489391e-06,2.8824327730644833e-06,2.0612028104893895e-06,2.0612028104893823e-06,2.061202810489388e-06,2.061202810489388e-06,2.882432773064515e-06,0.0
r_0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
