,AFR_5.re.xml,BVC_6.re.xml,AEG_8.re.xml,AGM_1.re.xml,CNQ_1.re.xml,AEH_3.re.xml,AFD_4.re.xml,AHC_2.re.xml,BTT_3.re.xml,APH_4.re.xml,BTV_5.re.xml,BVA_4.re.xml,CMT_8.re.xml,CNG_4.re.xml,CNK_4.re.xml,APG_4.re.xml,CNM_1.re.xml,CNP_1.re.xml,CNR_1.re.xml,BVB_6.re.xml,CNI_4.re.xml,CNH_4.re.xml,BVH_1.re.xml,CNN_1.re.xml,CNF_4.re.xml,CNB_4.re.xml,BVG_4.re.xml,CNE_4.re.xml,CNL_4.re.xml,BVD_5.re.xml,BVF_5.re.xml,CNS_4.re.xml,CNT_4.re.xml,BVE_4.re.xml,CNV_4.re.xml
r_0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0219,0.11992510199811152,0.11992510199811215,0.11992510199811102,0.11992510199811175,0.08575740589569164,0.11992510199811193,0.11992510199811153,0.11992510199811203,0.11992510199811116,0.11992510199811257,0.11992510199811228,0.11992510199811302,0.11992510199811157,0.1199251019981119,0.08571627248061364,0.08575740589569172,0.11986716650286272,0.0,0.0,0.11992510199811228,0.11992510199811122,0.11992510199811172,0.11992510199811168,0.11992510199811164,0.11992510199811157,0.0,0.08575740589569146,0.08575740589569171,0.1199251019981119,0.08575740589569157,0.08575740589569131,0.08575740589569156,0.08575740589569156,0.11992510199811318,0.0
r_0220,0.08208472623456989,0.08208472623457032,0.08208472623456954,0.08208472623457003,0.058698079620108146,0.0820847262345702,0.08208472623456989,0.08208472623457018,0.08208472623456958,0.0820847262345706,0.08208472623457039,0.08208472623457091,0.08208472623456997,0.08208472623457023,0.058669925171543805,0.0586980796201082,0.08204507132339998,0.0,0.0,0.08208472623457032,0.08208472623456967,0.08208472623457003,0.08208472623457001,0.08208472623456997,0.08208472623456987,0.0,0.05869807962010801,0.058698079620108146,0.0820847262345701,0.0586980796201081,0.05869807962010789,0.058698079620108055,0.058698079620108055,0.082084726234571,0.0
r_0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0225,0.01829316592801223,0.018293165928012327,0.018293165928012153,0.01829316592801226,0.013081285147712327,0.0182931659280123,0.01829316592801223,0.018293165928012296,0.018293165928012164,0.018293165928012386,0.01829316592801234,0.01829316592801246,0.01829316592801225,0.018293165928012306,0.01307501072830661,0.01308128514771234,0.018284328548597472,0.0,0.0,0.018293165928012327,0.01829316592801218,0.01829316592801226,0.018293165928012257,0.01829316592801225,0.018293165928012226,0.0,0.013081285147712295,0.013081285147712327,0.018293165928012278,0.013081285147712316,0.01308128514771227,0.013081285147712306,0.013081285147712306,0.01829316592801248,0.0
r_0226,11.067002762540548,11.067002762540803,11.067002762540397,11.067002762540572,21.374009235012256,11.067002762540625,11.067002762540515,11.06700276254066,11.067002762540493,11.067002762540827,11.067002762540625,11.067002762540882,11.067002762540486,11.067002762540579,21.384626000916626,21.374009235012398,11.078307789513598,0.0,2.559002976190476,11.067002762540806,11.067002762540447,11.067002762540518,11.067002762540495,11.067002762540486,11.067002762540476,0.0,21.374009235012252,21.374009235012576,11.067002762540694,21.374009235012522,21.37400923501247,21.374009235012114,21.37400923501234,11.067002762540827,0.0
r_0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0231,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0234,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0235,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0236,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0237,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0238,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0239,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0240,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0241,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0244,0.008858059676381022,0.008858059676381067,0.008858059676380984,0.008858059676381036,0.006334322059843891,0.008858059676381053,0.008858059676381022,0.008858059676381053,0.00885805967638099,0.008858059676381097,0.008858059676381074,0.008858059676381133,0.00885805967638103,0.008858059676381059,0.006360531209424681,0.006334322059843897,0.008903225995299933,0.0,0.0,0.008858059676381067,0.008858059676380998,0.008858059676381036,0.008858059676381034,0.00885805967638103,0.008858059676381019,0.0,0.006334322059843876,0.006334322059843891,0.008858059676381045,0.006334322059843886,0.006334322059843863,0.006334322059843881,0.006334322059843881,0.008858059676381142,0.0
r_0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0250,0.0701056903483515,0.07010569034835186,0.07010569034835121,0.07010569034835161,0.05013197439595197,0.07010569034835175,0.0701056903483515,0.07010569034835176,0.07010569034835124,0.0701056903483521,0.07010569034835192,0.07010569034835236,0.07010569034835157,0.07010569034835179,0.050107928667306414,0.05013197439595199,0.07007182247730172,0.0,0.0,0.07010569034835186,0.07010569034835126,0.07010569034835161,0.0701056903483516,0.07010569034835157,0.07010569034835148,0.0,0.05013197439595183,0.05013197439595196,0.07010569034835168,0.0501319743959519,0.05013197439595172,0.050131974395951864,0.050131974395951864,0.07010569034835244,0.0
r_0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0278,0.06508835618860852,0.06508835618860886,0.06508835618860825,0.06508835618860863,0.04654412202074053,0.06508835618860877,0.06508835618860852,0.06508835618860875,0.06508835618860828,0.06508835618860909,0.06508835618860892,0.06508835618860934,0.06508835618860859,0.0650883561886088,0.04652179720027133,0.04654412202074057,0.06505691217823956,0.0,0.0,0.06508835618860886,0.06508835618860835,0.06508835618860863,0.06508835618860861,0.06508835618860859,0.0650883561886085,0.0,0.04654412202074042,0.04654412202074053,0.0650883561886087,0.046544122020740486,0.046544122020740326,0.04654412202074045,0.04654412202074045,0.0650883561886094,0.0
r_0279,0.07340334632902361,0.07340334632902401,0.07340334632902154,0.07340334632902373,0.0524900997402421,0.07340334632902301,0.07340334632902362,0.07340334632902298,0.07340334632902246,0.07340334632902336,0.07340334632902318,0.07340334632902364,0.0734033463290228,0.07340334632902304,0.052464922940206715,0.052490099740246876,0.07336788536920948,0.0,0.0,0.07340334632902222,0.07340334632902432,0.07340334632902194,0.07340334632902373,0.07340334632902282,0.0734033463290227,0.0,0.052490099740241984,0.0524900997402481,0.07340334632902382,0.052490099740246716,0.052490099740247875,0.05249009974024557,0.05249009974024557,0.07340334632902372,0.0
r_0280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r_0300,0.28116502392291687,0.2811650239229182,0.28116502392291554,0.2811650239229172,1.2455397366964327,0.28116502392291776,0.2811650239229168,0.28116502392291765,0.28116502392291554,0.281165023922919,0.28116502392291814,0.28116502392292014,0.2811650239229171,0.2811650239229181,1.24391844427491,1.2455397366962604,0.28102919385367936,0.0,0.0,0.2811650239229179,0.2811650239229161,0.281165023922917,0.2811650239229171,0.281165023922917,0.28116502392291665,0.0,1.2455397366964234,1.2455397366960805,0.28116502392291726,1.2455397366961454,1.245539736696176,1.2455397366965306,1.24553973669633,0.2811650239229205,0.0
r_0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
